farmid,planted_qty,withered_crops,harvested_qty,crop_yield,net_yield,type,tags
800,19,5,9,0.5,4,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  companionplanting"
801,29,17,14,0.5,-3,0,"needs crop improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
802,12,5,3,0.3,-2,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  precisionfarming"
803,22,3,2,0.1,-1,0,"needs crop improvement,  bad net yield,  vermiculture,  irrigation"
804,7,11,29,4.1,18,1,"needs improvement,  excellent net yield,  croprotation,  naturalpestmanagement,  pestcontrol"
805,27,18,22,0.8,4,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
806,10,1,30,3,29,1,"needs improvement,  excellent net yield,  soilmanagement,  irrigation"
807,26,16,5,0.2,-11,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
808,19,10,26,1.4,16,1,"terrible crop yield,  excellent net yield,  naturalpestmanagement,  croprotation,  sustainableagriculture"
809,7,10,22,3.1,12,0,"commendable crop yield,  excellent net yield,  sustainableagriculture,  pestcontrol,  precisionfarming"
810,3,15,16,5.3,1,0,"commendable crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
811,13,1,3,0.2,2,1,"terrible crop yield,  bad net yield,  soilmanagement,  organicfarming"
812,13,1,17,1.3,16,1,"terrible crop yield,  excellent net yield,  pollinatorfriendly,  vermiculture,  soilmanagement"
813,18,7,6,0.3,-1,1,"terrible crop yield,  bad net yield,  pestcontrol,  sustainableagriculture,  precisionfarming"
814,28,12,2,0.1,-10,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  croprotation,  pestcontrol"
815,26,9,13,0.5,4,1,"terrible crop yield,  bad net yield,  pestcontrol,  croprotation,  naturalpestmanagement"
816,20,7,16,0.8,9,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  companionplanting,  pestcontrol"
817,28,3,19,0.7,16,0,"needs crop improvement,  bad net yield,  pollinatorfriendly,  soilmanagement"
818,8,14,12,1.5,-2,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
819,29,0,17,0.6,17,1,"terrible crop yield, excellent net yield, precisionfarming, greenhousegrowing"
820,9,10,22,2.4,12,0,"commendable crop yield,  excellent net yield,  pestcontrol,  companionplanting,  naturalpestmanagement"
821,7,6,12,1.7,6,0,"commendable crop yield,  bad net yield,  greenhousegrowing,  croprotation,  companionplanting"
822,1,16,24,24,8,0,"commendable crop yield,  excellent net yield,  companionplanting,  regenerativeagriculture"
823,3,19,19,6.3,0,1,"average crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
824,13,17,8,0.6,-9,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
825,28,11,28,1,17,1,"terrible crop yield,  excellent net yield,  pestcontrol,  naturalpestmanagement,  croprotation"
826,25,8,28,1.1,20,0,"commendable crop yield,  bad net yield,  sustainableagriculture,  pestcontrol,  greenhousegrowing"
827,28,4,27,1,23,0,"average crop yield,  bad net yield,  fertilization,  organicfarming"
828,17,9,22,1.3,13,1,"terrible crop yield,  good net yield,  croprotation,  sustainableagriculture,  companionplanting"
829,25,3,3,0.1,0,0,"needs crop improvement,  bad net yield,  soilmanagement,  pollinatorfriendly,  organicfarming"
830,24,4,12,0.5,8,1,"terrible crop yield,  bad net yield,  organicfarming,  fertilization"
831,1,9,24,24,15,1,"commendable crop yield,  good net yield,  croprotation,  pestcontrol,  naturalpestmanagement"
832,6,10,7,1.2,-3,0,"commendable crop yield,  bad net yield,  companionplanting,  croprotation,  precisionfarming"
833,21,9,16,0.8,7,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  sustainableagriculture"
834,6,7,22,3.7,15,1,"needs improvement,  good net yield,  naturalpestmanagement,  sustainableagriculture,  covercrops"
835,26,1,26,1,25,0,"average crop yield,  bad net yield,  organicfarming,  pollinatorfriendly,  soilmanagement"
836,12,7,16,1.3,9,1,"terrible crop yield,  good net yield,  sustainableagriculture,  pestcontrol"
837,13,15,26,2,11,1,"needs improvement,  good net yield,  regenerativeagriculture,  companionplanting"
838,13,4,5,0.4,1,1,"terrible crop yield,  bad net yield,  organicfarming,  irrigation"
839,29,2,22,0.8,20,0,"needs crop improvement,  bad net yield,  irrigation,  pollinatorfriendly"
840,15,11,20,1.3,9,1,"terrible crop yield,  good net yield,  pestcontrol,  naturalpestmanagement"
841,21,12,24,1.1,12,0,"commendable crop yield,  bad net yield,  pestcontrol,  croprotation"
842,16,12,8,0.5,-4,0,"needs crop improvement,  bad net yield,  croprotation,  naturalpestmanagement,  pestcontrol"
843,22,9,22,1,13,1,"terrible crop yield,  good net yield,  croprotation,  companionplanting,  pestcontrol"
844,21,3,14,0.7,11,1,"terrible crop yield,  good net yield,  irrigation,  fertilization,  vermiculture"
845,11,8,23,2.1,15,1,"needs improvement,  good net yield,  pestcontrol,  naturalpestmanagement"
846,28,1,20,0.7,19,0,"needs crop improvement,  bad net yield,  organicfarming,  pollinatorfriendly,  soilmanagement"
847,5,18,3,0.6,-15,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
848,4,0,15,3.8,15,1,"needs improvement, good net yield, croprotation, greenhousegrowing, precisionfarming"
849,3,6,30,10,24,1,"good crop yield,  excellent net yield,  covercrops,  companionplanting"
850,19,16,5,0.3,-11,1,"terrible crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
851,20,2,17,0.9,15,1,"terrible crop yield,  good net yield,  soilmanagement,  irrigation"
852,25,19,8,0.3,-11,0,"needs crop improvement,  bad net yield,  sustainableagriculture,  greenhousegrowing"
853,18,19,26,1.4,7,0,"commendable crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
854,15,2,15,1,13,1,"terrible crop yield,  good net yield,  soilmanagement,  fertilization"
855,9,2,28,3.1,26,1,"needs improvement,  excellent net yield,  irrigation,  fertilization"
856,17,16,30,1.8,14,1,"terrible crop yield,  good net yield,  regenerativeagriculture,  companionplanting"
857,14,6,16,1.1,10,1,"terrible crop yield,  good net yield,  greenhousegrowing,  naturalpestmanagement,  covercrops"
858,15,13,25,1.7,12,0,"commendable crop yield,  bad net yield,  croprotation,  pestcontrol,  naturalpestmanagement"
859,1,16,4,4,-12,1,"needs improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
860,21,17,3,0.1,-14,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
861,22,12,8,0.4,-4,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  croprotation"
862,22,19,11,0.5,-8,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
863,3,19,1,0.3,-18,0,"needs crop improvement,  bad net yield,  sustainableagriculture,  greenhousegrowing"
864,16,17,10,0.6,-7,0,"needs crop improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
865,23,3,20,0.9,17,0,"needs crop improvement,  bad net yield,  pollinatorfriendly,  vermiculture"
866,25,0,3,0.1,3,0,"needs crop improvement, bad net yield, greenhousegrowing, precisionfarming, covercrops"
867,11,17,14,1.3,-3,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
868,12,0,5,0.4,5,1,"terrible crop yield, bad net yield, greenhousegrowing, precisionfarming"
869,10,12,20,2,8,0,"commendable crop yield,  bad net yield,  pestcontrol,  naturalpestmanagement,  croprotation"
870,16,19,26,1.6,7,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
871,8,19,12,1.5,-7,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
872,6,9,8,1.3,-1,1,"terrible crop yield,  bad net yield,  croprotation,  sustainableagriculture"
873,12,10,13,1.1,3,1,"terrible crop yield,  bad net yield,  covercrops,  greenhousegrowing,  sustainableagriculture"
874,24,8,11,0.5,3,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  sustainableagriculture"
875,28,8,19,0.7,11,0,"needs crop improvement,  bad net yield,  precisionfarming,  naturalpestmanagement,  croprotation"
876,21,4,14,0.7,10,1,"terrible crop yield,  good net yield,  fertilization,  vermiculture"
877,8,0,8,1,8,1,"terrible crop yield, bad net yield, precisionfarming, covercrops, greenhousegrowing"
878,26,16,25,1,9,1,"terrible crop yield,  good net yield,  companionplanting,  regenerativeagriculture"
879,28,1,18,0.6,17,1,"terrible crop yield,  excellent net yield,  fertilization,  soilmanagement"
880,4,12,12,3,0,0,"commendable crop yield,  bad net yield,  pestcontrol,  naturalpestmanagement,  croprotation"
881,26,8,10,0.4,2,0,"needs crop improvement,  bad net yield,  sustainableagriculture,  greenhousegrowing"
882,8,3,8,1,5,0,"average crop yield,  bad net yield,  irrigation,  vermiculture"
883,26,4,24,0.9,20,0,"needs crop improvement,  bad net yield,  fertilization,  irrigation,  pollinatorfriendly"
884,28,10,5,0.2,-5,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  pestcontrol"
885,18,18,28,1.6,10,0,"commendable crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
886,28,2,5,0.2,3,1,"terrible crop yield,  bad net yield,  pollinatorfriendly,  soilmanagement"
887,28,11,23,0.8,12,1,"terrible crop yield,  good net yield,  naturalpestmanagement,  pestcontrol,  croprotation"
888,5,18,8,1.6,-10,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
889,9,18,23,2.6,5,1,"needs improvement,  bad net yield,  sustainableagriculture,  greenhousegrowing"
890,4,12,2,0.5,-10,1,"terrible crop yield,  bad net yield,  pestcontrol,  naturalpestmanagement"
891,27,6,23,0.9,17,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  precisionfarming"
892,22,14,9,0.4,-5,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
893,17,6,15,0.9,9,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  sustainableagriculture,  companionplanting"
894,9,7,15,1.7,8,0,"commendable crop yield,  bad net yield,  covercrops,  companionplanting,  sustainableagriculture"
895,1,4,16,16,12,1,"commendable crop yield,  good net yield,  pollinatorfriendly,  organicfarming"
896,21,13,14,0.7,1,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  pestcontrol"
897,20,3,14,0.7,11,1,"terrible crop yield,  good net yield,  pollinatorfriendly,  fertilization,  irrigation"
898,13,9,18,1.4,9,0,"commendable crop yield,  bad net yield,  pestcontrol,  precisionfarming"
899,28,19,23,0.8,4,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
900,16,14,23,1.4,9,1,"terrible crop yield,  good net yield,  regenerativeagriculture,  companionplanting"
901,29,17,20,0.7,3,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
902,13,19,23,1.8,4,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
903,14,12,29,2.1,17,1,"needs improvement,  excellent net yield,  pestcontrol,  naturalpestmanagement,  croprotation"
904,3,7,2,0.7,-5,0,"needs crop improvement,  bad net yield,  covercrops,  companionplanting"
905,29,8,27,0.9,19,1,"terrible crop yield,  excellent net yield,  precisionfarming,  pestcontrol,  covercrops"
906,6,15,16,2.7,1,0,"commendable crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
907,18,18,3,0.2,-15,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  sustainableagriculture"
908,19,15,13,0.7,-2,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
909,5,6,25,5,19,1,"average crop yield,  excellent net yield,  precisionfarming,  sustainableagriculture,  croprotation"
910,15,13,27,1.8,14,1,"terrible crop yield,  good net yield,  naturalpestmanagement,  croprotation"
911,25,13,26,1,13,1,"terrible crop yield,  good net yield,  naturalpestmanagement,  croprotation,  pestcontrol"
912,2,3,11,5.5,8,0,"commendable crop yield,  excellent net yield,  soilmanagement,  organicfarming,  fertilization"
913,10,14,11,1.1,-3,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
914,24,2,6,0.3,4,0,"needs crop improvement,  bad net yield,  irrigation,  fertilization"
915,18,4,1,0.1,-3,0,"needs crop improvement,  bad net yield,  irrigation,  vermiculture"
916,27,0,17,0.6,17,1,"terrible crop yield, excellent net yield, covercrops, permaculture"
917,13,2,1,0.1,-1,0,"needs crop improvement,  bad net yield,  irrigation,  soilmanagement,  pollinatorfriendly"
918,5,14,27,5.4,13,1,"average crop yield,  good net yield,  companionplanting,  regenerativeagriculture"
919,23,7,28,1.2,21,1,"terrible crop yield,  excellent net yield,  croprotation,  sustainableagriculture,  companionplanting"
920,24,3,6,0.3,3,1,"terrible crop yield,  bad net yield,  irrigation,  soilmanagement,  organicfarming"
921,1,1,5,5,4,1,"average crop yield,  bad net yield,  organicfarming,  irrigation"
922,22,9,19,0.9,10,1,"terrible crop yield,  good net yield,  covercrops,  sustainableagriculture"
923,1,3,11,11,8,0,"commendable crop yield,  excellent net yield,  vermiculture,  organicfarming,  fertilization"
924,18,2,5,0.3,3,0,"needs crop improvement,  bad net yield,  irrigation,  vermiculture,  soilmanagement"
925,15,1,4,0.3,3,0,"needs crop improvement,  bad net yield,  irrigation,  pollinatorfriendly"
926,17,16,29,1.7,13,1,"terrible crop yield,  good net yield,  regenerativeagriculture,  companionplanting"
927,11,19,8,0.7,-11,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
928,21,12,11,0.5,-1,1,"terrible crop yield,  bad net yield,  croprotation,  naturalpestmanagement,  pestcontrol"
929,26,4,19,0.7,15,0,"needs crop improvement,  bad net yield,  vermiculture,  pollinatorfriendly"
930,25,8,19,0.8,11,1,"terrible crop yield,  good net yield,  pestcontrol,  greenhousegrowing"
931,22,5,12,0.5,7,0,"needs crop improvement,  bad net yield,  pestcontrol,  croprotation"
932,27,4,11,0.4,7,0,"needs crop improvement,  bad net yield,  fertilization,  vermiculture,  soilmanagement"
933,27,9,11,0.4,2,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  covercrops"
934,17,7,2,0.1,-5,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  pestcontrol,  companionplanting"
935,13,6,16,1.2,10,0,"commendable crop yield,  bad net yield,  greenhousegrowing,  croprotation"
936,1,6,19,19,13,1,"commendable crop yield,  good net yield,  precisionfarming,  pestcontrol"
937,2,5,13,6.5,8,0,"commendable crop yield,  excellent net yield,  covercrops,  companionplanting"
938,9,19,16,1.8,-3,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
939,3,2,18,6,16,1,"average crop yield,  excellent net yield,  soilmanagement,  irrigation,  organicfarming"
940,1,18,21,21,3,0,"commendable crop yield,  excellent net yield,  greenhousegrowing,  sustainableagriculture"
941,21,14,13,0.6,-1,1,"terrible crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
942,16,3,2,0.1,-1,0,"needs crop improvement,  bad net yield,  organicfarming,  fertilization"
943,23,11,2,0.1,-9,1,"terrible crop yield,  bad net yield,  croprotation,  naturalpestmanagement,  pestcontrol"
944,6,5,28,4.7,23,0,"commendable crop yield,  excellent net yield,  croprotation,  pestcontrol"
945,28,18,6,0.2,-12,0,"needs crop improvement,  bad net yield,  sustainableagriculture,  greenhousegrowing"
946,17,3,18,1.1,15,1,"terrible crop yield,  good net yield,  vermiculture,  pollinatorfriendly"
947,5,14,27,5.4,13,0,"commendable crop yield,  excellent net yield,  companionplanting,  regenerativeagriculture"
948,5,8,17,3.4,9,1,"needs improvement,  good net yield,  croprotation,  greenhousegrowing"
949,6,4,6,1,2,1,"terrible crop yield,  bad net yield,  irrigation,  fertilization"
950,3,12,16,5.3,4,1,"average crop yield,  bad net yield,  pestcontrol,  croprotation,  naturalpestmanagement"
951,21,17,25,1.2,8,0,"commendable crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
952,23,4,3,0.1,-1,0,"needs crop improvement,  bad net yield,  organicfarming,  vermiculture,  pollinatorfriendly"
953,5,15,8,1.6,-7,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
954,21,18,12,0.6,-6,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
955,5,13,25,5,12,0,"commendable crop yield,  excellent net yield,  croprotation,  pestcontrol,  naturalpestmanagement"
956,10,15,10,1,-5,1,"terrible crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
957,10,14,15,1.5,1,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
958,19,3,26,1.4,23,0,"commendable crop yield,  excellent net yield,  pollinatorfriendly,  organicfarming,  vermiculture"
959,17,6,30,1.8,24,1,"terrible crop yield,  excellent net yield,  croprotation,  precisionfarming,  companionplanting"
960,21,15,3,0.1,-12,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
961,14,7,26,1.9,19,1,"terrible crop yield,  excellent net yield,  pestcontrol,  croprotation"
962,9,16,28,3.1,12,0,"commendable crop yield,  excellent net yield,  companionplanting,  regenerativeagriculture"
963,14,15,4,0.3,-11,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
964,1,9,8,8,-1,1,"good crop yield,  bad net yield,  companionplanting,  greenhousegrowing,  covercrops"
965,19,9,20,1.1,11,0,"commendable crop yield,  bad net yield,  greenhousegrowing,  precisionfarming,  covercrops"
966,13,1,19,1.5,18,1,"terrible crop yield,  excellent net yield,  organicfarming,  irrigation,  fertilization"
967,13,8,18,1.4,10,0,"commendable crop yield,  bad net yield,  precisionfarming,  croprotation"
968,4,16,11,2.8,-5,1,"needs improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
969,1,10,19,19,9,0,"commendable crop yield,  excellent net yield,  naturalpestmanagement,  covercrops,  sustainableagriculture"
970,17,9,28,1.6,19,0,"commendable crop yield,  excellent net yield,  croprotation,  sustainableagriculture,  covercrops"
971,8,16,12,1.5,-4,0,"commendable crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
972,2,3,25,12.5,22,0,"commendable crop yield,  excellent net yield,  fertilization,  vermiculture"
973,28,15,18,0.6,3,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
974,8,19,12,1.5,-7,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
975,7,14,15,2.1,1,0,"commendable crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
976,26,4,12,0.5,8,0,"needs crop improvement,  bad net yield,  fertilization,  soilmanagement"
977,26,5,12,0.5,7,0,"needs crop improvement,  bad net yield,  croprotation,  pestcontrol"
978,2,16,15,7.5,-1,1,"average crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
979,22,0,20,0.9,20,1,"terrible crop yield, excellent net yield, greenhousegrowing, permaculture"
980,22,18,5,0.2,-13,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
981,3,3,27,9,24,1,"good crop yield,  excellent net yield,  fertilization,  irrigation"
982,27,16,22,0.8,6,0,"needs crop improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
983,18,8,3,0.2,-5,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  greenhousegrowing"
984,12,1,12,1,11,0,"average crop yield,  bad net yield,  irrigation,  soilmanagement,  organicfarming"
985,1,7,14,14,7,1,"good crop yield,  bad net yield,  greenhousegrowing,  precisionfarming,  naturalpestmanagement"
986,22,14,15,0.7,1,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
987,12,6,5,0.4,-1,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
988,5,5,21,4.2,16,0,"commendable crop yield,  excellent net yield,  sustainableagriculture,  covercrops,  precisionfarming"
989,27,0,28,1,28,0,"average crop yield,  excellent net yield,  farmersmarket,  foodsecurity,  localfood"
990,25,14,2,0.1,-12,1,"terrible crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
991,17,6,26,1.5,20,0,"commendable crop yield,  excellent net yield,  sustainableagriculture,  pestcontrol"
992,16,16,4,0.3,-12,1,"terrible crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
993,15,1,10,0.7,9,1,"terrible crop yield,  good net yield,  pollinatorfriendly,  organicfarming"
994,23,8,3,0.1,-5,0,"needs crop improvement,  bad net yield,  sustainableagriculture,  croprotation"
995,15,8,2,0.1,-6,1,"terrible crop yield,  bad net yield,  croprotation,  precisionfarming"
996,5,12,2,0.4,-10,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  croprotation"
997,21,5,7,0.3,2,1,"terrible crop yield,  bad net yield,  precisionfarming,  sustainableagriculture"
998,14,5,19,1.4,14,0,"commendable crop yield,  good net yield,  croprotation,  pestcontrol,  covercrops"
999,2,19,15,7.5,-4,0,"commendable crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
1000,11,19,18,1.6,-1,0,"commendable crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
1001,20,0,200,10,200,1,"good crop yield, excellent net yield, farmersmarket, foodsecurity"
1002,9,0,108,12,108,1,"good crop yield, excellent net yield, foodsecurity, farmtofork"
1003,10,0,58,5.8,58,1,"average crop yield, excellent net yield, foodsecurity, farmersmarket, farmtofork"
1004,15,0,92,6.1,92,1,"average crop yield, excellent net yield, farmtofork, localfood"
1005,11,0,78,7.1,78,1,"average crop yield, excellent net yield, farmtofork, foodsecurity"
1006,8,0,64,8,64,1,"good crop yield, excellent net yield, localfood, foodsecurity"
1007,29,0,253,8.7,253,1,"good crop yield, excellent net yield, farmersmarket, foodsecurity"
1008,21,0,21,1,21,0,"average crop yield, good net yield, localfood, foodsecurity, farmersmarket"
1009,7,0,8,1.1,8,0,"commendable crop yield, excellent net yield, farmersmarket, foodsecurity, farmtofork"
1010,26,0,187,7.2,187,1,"average crop yield, excellent net yield, foodsecurity, localfood, farmtofork"
1011,19,0,19,1,19,0,"average crop yield, good net yield, foodsecurity, farmtofork"
1012,23,0,24,1,24,0,"average crop yield, excellent net yield, farmersmarket, foodsecurity, localfood"
1013,11,0,13,1.2,13,0,"commendable crop yield, excellent net yield, farmersmarket, farmtofork, foodsecurity"
1014,11,0,12,1.1,12,0,"commendable crop yield, excellent net yield, farmtofork, localfood"
1015,24,0,168,7,168,1,"average crop yield, excellent net yield, localfood, farmtofork"
1016,21,0,21,1,21,0,"average crop yield, good net yield, localfood, farmersmarket"
1017,4,0,27,6.8,27,1,"average crop yield, excellent net yield, foodsecurity, farmtofork"
1018,8,0,8,1,8,0,"average crop yield, good net yield, farmersmarket, farmtofork"
1019,24,0,25,1,25,0,"average crop yield, excellent net yield, farmtofork, foodsecurity"
1020,3,0,3,1,3,0,"average crop yield, good net yield, farmersmarket, localfood"
1021,22,0,149,6.8,149,1,"average crop yield, excellent net yield, farmtofork, localfood, foodsecurity"
1022,21,0,21,1,21,0,"average crop yield, good net yield, foodsecurity, localfood, farmersmarket"
1023,2,0,18,9,18,1,"good crop yield, excellent net yield, farmtofork, foodsecurity"
1024,24,0,25,1,25,0,"average crop yield, excellent net yield, localfood, farmersmarket"
1025,12,0,122,10.2,122,1,"good crop yield, excellent net yield, foodsecurity, farmtofork, localfood"
1026,6,0,7,1.2,7,0,"commendable crop yield, excellent net yield, foodsecurity, farmtofork, localfood"
1027,2,0,12,6,12,1,"average crop yield, good net yield, localfood, farmersmarket"
1028,28,0,231,8.3,231,1,"good crop yield, excellent net yield, localfood, foodsecurity"
1029,21,0,21,1,21,0,"average crop yield, good net yield, localfood, farmtofork, farmersmarket"
1030,1,0,10,10,10,1,"good crop yield, good net yield, farmtofork, farmersmarket, localfood"
1031,12,0,15,1.3,15,0,"commendable crop yield, excellent net yield, foodsecurity, farmersmarket"
1032,26,0,26,1,26,0,"average crop yield, good net yield, farmersmarket, foodsecurity, farmtofork"
1033,22,0,22,1,22,0,"average crop yield, good net yield, farmtofork, localfood"
1034,29,0,30,1,30,0,"average crop yield, excellent net yield, farmersmarket, farmtofork"
1035,12,0,13,1.1,13,0,"commendable crop yield, excellent net yield, farmersmarket, localfood"
1036,25,0,25,1,25,0,"average crop yield, good net yield, foodsecurity, localfood"
1037,17,0,19,1.1,19,0,"commendable crop yield, excellent net yield, localfood, foodsecurity, farmersmarket"
1038,27,0,28,1,28,0,"average crop yield, excellent net yield, localfood, foodsecurity, farmtofork"
1039,27,0,27,1,27,0,"average crop yield, good net yield, farmtofork, foodsecurity"
1040,10,0,10,1,10,0,"average crop yield, good net yield, localfood, farmtofork"
1041,28,0,28,1,28,0,"average crop yield, good net yield, foodsecurity, localfood, farmtofork"
1042,7,0,83,11.9,83,1,"good crop yield, excellent net yield, farmtofork, farmersmarket, foodsecurity"
1043,16,0,141,8.8,141,1,"good crop yield, excellent net yield, localfood, farmtofork, foodsecurity"
1044,15,0,15,1,15,0,"average crop yield, good net yield, farmersmarket, foodsecurity, localfood"
1045,15,0,16,1.1,16,0,"commendable crop yield, excellent net yield, localfood, farmtofork, farmersmarket"
1046,19,0,19,1,19,0,"average crop yield, good net yield, farmtofork, foodsecurity, farmersmarket"
1047,12,0,12,1,12,0,"average crop yield, good net yield, foodsecurity, localfood"
1048,23,0,23,1,23,0,"average crop yield, good net yield, farmtofork, foodsecurity"
1049,20,0,20,1,20,0,"average crop yield, good net yield, foodsecurity, localfood, farmersmarket"
1050,25,0,26,1,26,0,"average crop yield, excellent net yield, foodsecurity, localfood"
1051,7,12,15,2.1,3,1,"needs improvement,  bad net yield,  naturalpestmanagement,  pestcontrol"
1052,20,6,17,0.8,11,1,"terrible crop yield,  good net yield,  croprotation,  companionplanting,  precisionfarming"
1053,29,18,16,0.6,-2,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
1054,15,1,9,0.6,8,1,"terrible crop yield,  bad net yield,  pollinatorfriendly,  soilmanagement,  irrigation"
1055,11,9,15,1.4,6,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  croprotation,  companionplanting"
1056,8,12,24,3,12,1,"needs improvement,  good net yield,  naturalpestmanagement,  pestcontrol,  croprotation"
1057,29,5,29,1,24,1,"terrible crop yield,  excellent net yield,  companionplanting,  croprotation"
1058,21,11,23,1.1,12,0,"commendable crop yield,  bad net yield,  naturalpestmanagement,  pestcontrol"
1059,7,11,24,3.4,13,0,"commendable crop yield,  excellent net yield,  pestcontrol,  croprotation,  naturalpestmanagement"
1060,26,19,22,0.8,3,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
1061,19,10,3,0.2,-7,0,"needs crop improvement,  bad net yield,  sustainableagriculture,  covercrops"
1062,23,6,12,0.5,6,0,"needs crop improvement,  bad net yield,  precisionfarming,  greenhousegrowing"
1063,11,0,8,0.7,8,0,"needs crop improvement, bad net yield, waterconservation, raisedbeds"
1064,11,0,22,2,22,0,"commendable crop yield,  excellent net yield,  foodsecurity,  farmersmarket,  localfood"
1065,24,19,22,0.9,3,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
1066,21,12,3,0.1,-9,0,"needs crop improvement,  bad net yield,  pestcontrol,  naturalpestmanagement,  croprotation"
1067,4,8,27,6.8,19,1,"average crop yield,  excellent net yield,  sustainableagriculture,  croprotation,  greenhousegrowing"
1068,8,2,3,0.4,1,0,"needs crop improvement,  bad net yield,  irrigation,  pollinatorfriendly"
1069,24,6,5,0.2,-1,0,"needs crop improvement,  bad net yield,  companionplanting,  greenhousegrowing"
1070,3,5,15,5,10,0,"commendable crop yield,  excellent net yield,  sustainableagriculture,  croprotation,  covercrops"
1071,22,7,29,1.3,22,1,"terrible crop yield,  excellent net yield,  naturalpestmanagement,  greenhousegrowing"
1072,21,8,3,0.1,-5,0,"needs crop improvement,  bad net yield,  precisionfarming,  sustainableagriculture"
1073,2,4,10,5,6,1,"average crop yield,  bad net yield,  fertilization,  pollinatorfriendly,  vermiculture"
